,category,headline,authors,link,short_description,date
73468,CRIME,"After Planned Parenthood Shooting, Another American Community Mourns",Ryan Grenoble and Andy Campbell,https://www.huffingtonpost.com/entry/planned-parenthood-vigils-colorado-springs_us_5659f491e4b08e945feb5a9b,"""We're here to gather together to remember that we're not alone; to remember together we can change the world.""",2015-11-28
73473,CRIME,Colorado Survivor Recounts Haunting Moment When Gunman Stared Him In The Eye,Mehreen Kasana,https://www.huffingtonpost.com/entry/tearful-colorado-shooting-survivor-its-not-right_us_565a096de4b079b2818a9058,"""I've never experienced anything like that before.""",2015-11-28
73476,CRIME,"Husband Jailed For Using Unsuspecting Wife As $700,000 Heroin Mule",Lee Moran,https://www.huffingtonpost.com/entry/heroin-mule-wife-husband_us_56596455e4b072e9d1c1f8cf,The stash was sewn inside eight dresses.,2015-11-28
73519,CRIME,Police ID Suspect In New Orleans Shooting That Wounded 17,,https://www.huffingtonpost.com/entry/suspect-new-orleans-shooting_us_5658c5e5e4b072e9d1c1f2da,NEW ORLEANS (AP) -- The New Orleans police have identified a suspect in a shooting last weekend at a playground that wounded,2015-11-27
73524,CRIME,Man Accused Of Killing Dad For Not Getting Him Fast Food,,https://www.huffingtonpost.com/entry/ronald-pritchett-accused-fast-food_us_56586088e4b08e945feb30df,Ronald Pritchett also allegedly stabbed his mother.,2015-11-27
73528,CRIME,Ancient Gravestone Used As Battering Ram In Lightning Jewelry Store Heist,Lee Moran,https://www.huffingtonpost.com/entry/gravestone-jewels-theft_us_565804a8e4b072e9d1c1e17a,Precious gems gone in 30 seconds.,2015-11-27
73545,CRIME,"Man Kills Waffle House Worker Over Smoking Ban, Cops Say",Sebastian Murdock,https://www.huffingtonpost.com/entry/man-told-to-stop-smoking-kills-waffle-house-employee-cops-say_us_56589230e4b08e945feb3837,He is in custody with a $2 million bond.,2015-11-27
73574,CRIME,Boy Writes Heartbreaking Letter Asking Santa To Find The Man Who Shot Him,Lee Moran,https://www.huffingtonpost.com/entry/boy-letter-santa-shot_us_56584446e4b08e945feb300c,"""Help the police catch the people who hurt me.""",2015-11-27
73589,CRIME,3 Dead After Gunman Opens Fire Inside Colorado Planned Parenthood,"Sebastian Murdock, Ryan Grenoble, and Andy Campbell",https://www.huffingtonpost.com/entry/active-shooter-reported-in-colorado-springs-near-planned-parenthood_us_5658a87be4b079b2818a6d86,"One officer and two civilians were killed, and nine others were injured, during a lengthy standoff.",2015-11-27
73606,CRIME,Out-Bad Chronicles: Fantasy From Hell,"Candy Chand, ContributorCandy Chand is a writer living in Cave Creek AZ Contact, and f...",https://www.huffingtonpost.com/entry/outbad-chronicles-fantasy_b_8297728.html,"George Christie is on a mission for relevancy. And he's taken that mission across the airwaves, via the History channel's 6 part series -- Outlaw Chronicles: Hells Angels.",2015-11-27
73622,CRIME,"Man Stole Human Brains From Museum, Then Sold Them On eBay",,https://www.huffingtonpost.com/entry/david-charles-brains-ebay_us_5656d9bee4b08e945feb1b36,David Charles stole jars of brains and other tissue from the Indiana Medical History Museum.,2015-11-26
73627,CRIME,"Woman Fined $1,000 For Trashing Boss's Office With Silly String",,https://www.huffingtonpost.com/entry/glitter-silly-string-fined_us_5656d2eae4b072e9d1c1cf4b,Samantha Lockhart was found guilty of vandalism.,2015-11-26
73629,CRIME,Newborn Found Abandoned In Church's Nativity Scene,"Michael Balsamo, AP",https://www.huffingtonpost.com/entry/newborn-nativity-scene_us_56578c66e4b08e945feb2bd1,The baby's umbilical cord was still attached.,2015-11-26
73638,CRIME,Laquan McDonald's Shooting Is Just The Latest Episode In Chicago Police's Brutal History,Kim Bellware,https://www.huffingtonpost.com/entry/brutal-history-chicago-police_us_56564af0e4b072e9d1c1c06e,"City officials have framed the cop who killed McDonald as one bad apple, but the department has been rotten for almost a century.",2015-11-26
73673,CRIME,Video Shows Armed Burglar Crawl Into Sleeping Family's Bedroom,Nina Golgowski,https://www.huffingtonpost.com/entry/burglar-filmed-crawling-into-sleeping-familys-bedroom_us_5657185de4b072e9d1c1d0bb,The man clutched a knife in his mouth just feet from their beds.,2015-11-26
73696,CRIME,Don't Discount Mental Illness in the Case of Abigail Hanna,"Dr. Peggy Drexler, ContributorAuthor, research psychologist and gender scholar",https://www.huffingtonpost.com/entry/mental-illness--no-motive-required_b_8655140.html,"The case of Abigail Hanna--the pretty, blonde 21-year-old who allegedly kidnapped a toddler she once cared for--has the media fascinated. How can someone like her become, as the Daily Beast calls her, ""the babysitter from hell""?",2015-11-26
73866,CRIME,"Pilot Error, Dust Blamed For Fatal Marine Osprey Crash In Hawaii","Audrey McAvoy, AP",https://www.huffingtonpost.com/entry/fatal-osprey-crash-hawaii_us_5654a763e4b0879a5b0c9cfd,"HONOLULU (AP) — A hybrid aircraft that crashed in Hawaii this year, killing two Marines, flew in sandy or dusty conditions",2015-11-24
73927,CRIME,17 People Injured In Shootout At New Orleans Playground,,https://www.huffingtonpost.com/entry/at-least-10-people-shot-at-new-orleans-playground_us_56527db2e4b0d4093a58322e,"""I am disheartened and I am outraged at an unbelievable level,"" said New Orleans Mayor Mitch Landrieu.",2015-11-23
73982,CRIME,This Fake Gun Made From Soap Was Part Of Prison Escape Plot,Lee Moran,https://www.huffingtonpost.com/entry/fake-gun-prison-escape_us_5651b44be4b0879a5b0b59f2,Two prisoners face additional charges after the phony weapon was discovered inside a cell.,2015-11-22
73984,CRIME,Former Prosecutor Helps Teen Who Was Given Life Sentence Win Release After 20 Years,Nina Golgowski,https://www.huffingtonpost.com/entry/edward-francis-life-sentence-released_us_56522eb7e4b0879a5b0b66bc,Move follows Florida Supreme Court ruling that some juveniles sentenced to life in prison can be eligible for a new sentence.,2015-11-22
73989,CRIME,"Man Busted For Selling Drugs And Stolen Guns From Driveway, Feds Say",Nina Golgowski,https://www.huffingtonpost.com/entry/man-sold-drugs-stolen-guns-from-driveway_us_565206c5e4b0d4093a582031,Andres Zamora was allegedly receiving tens of thousands of dollars in Social Security disability payments while selling the illicit goods.,2015-11-22
74023,CRIME,Southwest Airlines Flight Diverted Over 'Suspicious Behavior',,https://www.huffingtonpost.com/entry/southwest-airlines-flight-diverted-over-suspicious-behavior_us_56523509e4b0258edb31e669,"Several passengers were ""unruly,"" an FBI spokesperson said.",2015-11-22
74052,CRIME,"Fire Rages In One Of Chicago's Tallest Skyscrapers, Injuring 5",,https://www.huffingtonpost.com/entry/fire-rages-in-one-of-chicagos-tallest-skyscrapers-injuring-1_us_5650e683e4b0879a5b0b4bb6,Flames and smoke poured out of the 50th floor in the John Hancock Center.,2015-11-21
74055,CRIME,Did This Cat Almost Bust A Thief Stealing A Donation Box?,Lee Moran,https://www.huffingtonpost.com/entry/guard-cat-nottingham-cafe_us_56505956e4b0879a5b0b3ce5,"Daisy was filmed digging around in the suspect's bag, just seconds after he'd stashed the cash.",2015-11-21
74056,CRIME,Someone Cemented Puppies Inside A Fish Tank And Left Them To Die,Lee Moran,https://www.huffingtonpost.com/entry/puppies-cemented-aquarium_us_56506f57e4b0258edb31baf1,"""As I got closer, I saw these eyes peering out at me and they looked pretty desolate.""",2015-11-21
74065,CRIME,"Oklahoma Woman Who Plowed Into Homecoming Crowd Was Not Drunk, Court Papers Show","Lenzy Krehbiel-Burton, Reuters",https://www.huffingtonpost.com/entry/oklahoma-homecoming-alcohol_us_56507675e4b0d4093a57fa65,"TULSA, Okla. (Reuters) - A woman accused of killing four people and injuring dozens more at Oklahoma State University’s Oct",2015-11-21
74075,CRIME,Christian Pastor Accused Of Repeatedly Raping Underage Sisters,Lee Moran,https://www.huffingtonpost.com/entry/christian-pastor-rape-allegations_us_56503784e4b0258edb31b9f3,"Alfredo Huerta Zavala allegedly invoked the ""name of God"" and told the girls he'd been ""chosen by Christ.""",2015-11-21
74086,CRIME,"Dentist Had Child Porn, Spread HIV Intentionally, FBI Says",Andy Campbell,https://www.huffingtonpost.com/entry/nyc-dentist-child-porn-hiv_us_5650bc57e4b0258edb31c320,Dr. John Wolf is accused of trading services for methamphetamine and possessing child pornography.,2015-11-21
74088,CRIME,"Woman Fatally Stabbed In New York, Baby Born At The Scene",,https://www.huffingtonpost.com/entry/woman-stabbed-baby-born_us_565007f9e4b0d4093a57f675,It was still unclear who gave birth to the child or if the victim was the mother.,2015-11-21
74124,CRIME,Georgia Executes Man Convicted In 1994 Slaying,,https://www.huffingtonpost.com/entry/marcus-ray-johnson-execution_us_564e6427e4b0879a5b0a6374,"Marcus Ray Johnson, sentenced to death for a 1994 rape and murder, maintained he is innocent.",2015-11-20
74215,CRIME,"Jared Fogle, Ex-Subway Spokesman, To Be Sentenced For Sex Crimes","RICK CALLAHAN, AP",https://www.huffingtonpost.com/entry/jared-fogle-ex-subway-spokesman-to-be-sentenced-for-sex-crimes_us_564de614e4b08c74b734831c,"Prosecutors are seeking a 12 ½-year sentence, while Fogle's attorneys have asked for five years.",2015-11-19
74217,CRIME,Aircraft Laser Strikes Soar To All-Time High,"Nadya Agrawal, Guest Writer",https://www.huffingtonpost.com/entry/aircraft-laser-strikes_us_56460cb2e4b08cda348871ec,"Despite the threat of hefty punishment, laser pointers remain cheap and offenders are rarely caught.",2015-11-19
74232,CRIME,"Man Vows To Kill His Wife, Employer Sends Her Home",,https://www.huffingtonpost.comhttp://pubx.co/NFUwi9,"A woman in Williamsville, New York, whose husband had vowed to kill her was sent home by her manager because ""she was a threat",2015-11-19
74254,CRIME,Nicolas Cage Helps Raise Awareness About Missing Ohio Teen,David Lohr,https://www.huffingtonpost.com/entry/nicolas-cage-missing-ohio-teen_us_564e2dcde4b00b7997f9e6f5,"""He said, 'I'm praying for you guys, I hope you find her.'""",2015-11-19
74277,CRIME,Judge Orders Chicago Police To Release Graphic Video Of Officer Shooting Teen 16 Times,Michael McLaughlin,https://www.huffingtonpost.com/entry/chicago-police-shooting-video_us_564e4166e4b0879a5b0a4343,The teen's mom is worried the footage is so horrific it will start riots.,2015-11-19
74278,CRIME,Jared Fogle Gets Over 15 Years In Prison For Sex Crimes,"Susan Guyett, Reuters",https://www.huffingtonpost.com/entry/jared-fogle-gets-over-15-years-in-prison-for-sex-crimes_us_564e1342e4b031745cf04d86,"By Susan Guyett INDIANAPOLIS, Nov 19 (Reuters) - Former Subway sandwich chain pitchman Jared Fogle on Thursday was sentenced",2015-11-19
74291,CRIME,Vengeful Surfer Plans To Eat Shark He Says Bit Him,Landess Kearns,https://www.huffingtonpost.com/entry/surfer-kills-shark-revenge_us_564cf970e4b031745cefb2de,Allen Engelman received 15 stitches after a spinner shark likely mistook his hand for a fish.,2015-11-19
74444,CRIME,"Suspected Purse Snatcher Filmed Running Over, Killing Woman",Nina Golgowski,https://www.huffingtonpost.com/entry/suspected-purse-snatcher-filmed-running-over-killing-woman_us_564b5d47e4b045bf3df0f86d,"The 65-year-old woman had just finished loading groceries into her car when a man pulled her to the ground and ran her over multiple times, police say.",2015-11-17
74459,CRIME,Woman Says Cops 'Murdered' Brother In Tussle After Breaking Into Home Without Warrant,Christopher Mathias,https://www.huffingtonpost.com/entry/john-livingston-killed-by-cops-north-carolina_us_564a30e2e4b06037734a3fe4,North Carolina sheriff's deputies reportedly broke down John Livingston's door.,2015-11-17
74481,CRIME,Vicious Police Beating Of Stanislav Petrov Sparks Call For Federal Probe,,https://www.huffingtonpost.com/entry/stanislav-petrov-beating-alameda_us_564a7a1be4b045bf3df09a5e,"""I counted over 30 baton strikes. I'm not sure what facts would justify that sort of brutal beating.""",2015-11-17
74527,CRIME,Report Details 'Major Shortcomings' In Baltimore Police Response To Unrest,,https://www.huffingtonpost.comhttp://www.baltimoresun.com/news/maryland/freddie-gray/bs-md-ci-perf-unrest-report-20151116-story.html,"As rioting erupted on Baltimore's streets in April, the city police Command Center — where top decision-makers had gathered",2015-11-16
74672,CRIME,Backlash After Report Calls Killing Of Tamir Rice 'Objectively Reasonable',"BRIAN GROSH, Courthouse News Service",https://www.huffingtonpost.com/entry/tamir-rice-family_us_564691eae4b0603773492bbf,"CLEVELAND (CN) - On the heels of a new report justifying the police shooting of 12-year-old Tamir Rice last year, Rice's",2015-11-14
74686,CRIME,Jerry Sandusky's Pension Reinstated By Appeals Court,Ron Dicker,https://www.huffingtonpost.com/entry/jerry-sandusky-pension-reinstated_us_56476404e4b0603773494896,The former Penn State coach's payments stopped after his child sex abuse sentencing.,2015-11-14
74781,CRIME,"Police Expert Calls Tamir Rice Killing 'Tragic,' But 'Objectively Reasonable'",Kim Bellware,https://www.huffingtonpost.com/entry/tamir-rice-police-expert_us_56451796e4b08cda34883054,Activists demanded the appointment of an independent prosecutor to investigate the death of the 12-year-old.,2015-11-13
74843,CRIME,"Kidnapper Beat, Raped Woman For 5 Weeks In Remote Cabin: Cops","Mark Thiessen, Associated Press",https://www.huffingtonpost.com/entry/alaska-kidnapping-rape-cabin_us_5645f355e4b045bf3deeac26,The woman says her abductor duct-taped her to his body at night to prevent her from fleeing.,2015-11-13
74844,CRIME,Las Vegas Man Films Burglars In Action,,https://www.huffingtonpost.com/entry/las-vegas-man-brett-mccann-films-burglars-in-action_us_5646407fe4b08cda3488b3e8,The man who filmed the fleeing burglars says it's good to know your neighbors and be willing to ask for help.,2015-11-13
74867,CRIME,Cop Who Killed Church Drummer Corey Jones Fired From Department,Sebastian Murdock,https://www.huffingtonpost.com/entry/church-drummer-corey-jones-nouman-raja-fired_us_5644e57be4b0603773482efe,Jones was on the phone with roadside assistance when he was shot.,2015-11-12
74936,CRIME,Police Investigating After 8-Year-Old Shoots 10-Year-Old Relative,Kim Bellware,https://www.huffingtonpost.com/entry/8-year-old-shoots-10-year-old_us_5644ee5de4b0603773484293,"The 10-year-old was taken in ""guarded condition"" to a local hospital.",2015-11-12
74959,CRIME,"2 Charged In Alleged Plot To Attack Synagogues, Churches","LARRY O'DELL, AP",https://www.huffingtonpost.com/entry/plot-to-attack-houses-of-worship_us_56430938e4b060377346f6dd,"The plot reportedly involved  ""shooting or bombing the occupants of black churches and Jewish synagogues"" and ""conducting acts of violence against persons of Jewish faith.""",2015-11-11
75067,CRIME,Ex-Officer Convicted In Matthew Ajibade Case Allowed To Serve Time On Weekends,,https://www.huffingtonpost.comhttp://www.theguardian.com/us-news/2015/nov/09/matthew-ajibade-georgia-student-taser-officer-prison-weekends,"A former Georgia sheriff’s deputy, convicted for using a stun gun on a restrained detainee who later died alone in his cell",2015-11-10
75093,CRIME,9-Year-Old Drove Drunk Man To Gas Station To Buy BBQ Sauce: Cops,,https://www.huffingtonpost.com/entry/police-drunk-man-had-9-year-old-drive-to-gas-station-to-buy-bbq-sauce_us_5641f055e4b0411d30726761,The man's blood-alcohol content was allegedly several times the legal limit.,2015-11-10
75173,CRIME,"3 Shot, 1 Dead In Shooting Near NY's Penn Station",,https://www.huffingtonpost.com/entry/shooting-near-penn-station_us_5640b46ae4b0b24aee4ae343,"""This kind of thing doesn't happen over here.""",2015-11-09
